split,order,image,output,gt_count,pred_count,extra_predictions,missing_predictions,abs_count_diff,max_conf,mean_conf
train,26,E:\mastercode\data\test\images\train\IMG_20260706_100225.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000026_extra+00_gt03_pred03_IMG_20260706_100225.jpg,3,3,0,0,0,0.938980758190155,0.8689584732055664
train,27,E:\mastercode\data\test\images\train\IMG_20260706_100229.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000027_extra+00_gt01_pred01_IMG_20260706_100229.jpg,1,1,0,0,0,0.936160147190094,0.936160147190094
train,28,E:\mastercode\data\test\images\train\IMG_20260706_100238.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000028_extra+00_gt02_pred02_IMG_20260706_100238.jpg,2,2,0,0,0,0.9413331747055054,0.9362421333789825
train,29,E:\mastercode\data\test\images\train\IMG_20260706_100243.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000029_extra-06_gt11_pred05_IMG_20260706_100243.jpg,11,5,-6,6,6,0.8941842317581177,0.6027929544448852
train,30,E:\mastercode\data\test\images\train\IMG_20260706_100249.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000030_extra-01_gt07_pred06_IMG_20260706_100249.jpg,7,6,-1,1,1,0.9472318887710571,0.8518171012401581
train,31,E:\mastercode\data\test\images\train\IMG_20260706_100251.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000031_extra+00_gt03_pred03_IMG_20260706_100251.jpg,3,3,0,0,0,0.9370133280754089,0.9247293273607889
train,32,E:\mastercode\data\test\images\train\IMG_20260706_100303.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000032_extra+01_gt07_pred08_IMG_20260706_100303.jpg,7,8,1,0,1,0.942803680896759,0.7760071009397507
train,33,E:\mastercode\data\test\images\train\IMG_20260706_100308.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000033_extra+00_gt04_pred04_IMG_20260706_100308.jpg,4,4,0,0,0,0.9379531145095825,0.8829056620597839
train,34,E:\mastercode\data\test\images\train\IMG_20260706_100313.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000034_extra+04_gt03_pred07_IMG_20260706_100313.jpg,3,7,4,0,4,0.9367517232894897,0.5598507140363965
train,35,E:\mastercode\data\test\images\train\IMG_20260706_100319.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000035_extra+00_gt01_pred01_IMG_20260706_100319.jpg,1,1,0,0,0,0.9330718517303467,0.9330718517303467
train,36,E:\mastercode\data\test\images\train\IMG_20260706_100322.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000036_extra+01_gt02_pred03_IMG_20260706_100322.jpg,2,3,1,0,1,0.9155087471008301,0.6998790403207144
train,37,E:\mastercode\data\test\images\train\IMG_20260706_100329.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000037_extra+00_gt03_pred03_IMG_20260706_100329.jpg,3,3,0,0,0,0.9262322187423706,0.9078666567802429
train,38,E:\mastercode\data\test\images\train\IMG_20260706_100334.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000038_extra+00_gt02_pred02_IMG_20260706_100334.jpg,2,2,0,0,0,0.9076710939407349,0.8802039325237274
train,39,E:\mastercode\data\test\images\train\IMG_20260706_100340.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000039_extra+02_gt06_pred08_IMG_20260706_100340.jpg,6,8,2,0,2,0.9268304705619812,0.8103874623775482
train,40,E:\mastercode\data\test\images\train\IMG_20260706_100345.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000040_extra+01_gt03_pred04_IMG_20260706_100345.jpg,3,4,1,0,1,0.9324687123298645,0.7987322509288788
train,41,E:\mastercode\data\test\images\train\IMG_20260706_100352.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000041_extra+01_gt03_pred04_IMG_20260706_100352.jpg,3,4,1,0,1,0.9148138761520386,0.7429017871618271
train,42,E:\mastercode\data\test\images\train\IMG_20260706_100358.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000042_extra+00_gt05_pred05_IMG_20260706_100358.jpg,5,5,0,0,0,0.9201316833496094,0.9009711742401123
train,43,E:\mastercode\data\test\images\train\IMG_20260706_100401.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000043_extra-01_gt09_pred08_IMG_20260706_100401.jpg,9,8,-1,1,1,0.9281740784645081,0.8017996102571487
train,44,E:\mastercode\data\test\images\train\IMG_20260706_100408.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000044_extra-02_gt10_pred08_IMG_20260706_100408.jpg,10,8,-2,2,2,0.9407249689102173,0.8978200256824493
train,45,E:\mastercode\data\test\images\train\IMG_20260706_100428.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000045_extra+00_gt01_pred01_IMG_20260706_100428.jpg,1,1,0,0,0,0.8791351318359375,0.8791351318359375
train,46,E:\mastercode\data\test\images\train\IMG_20260706_100433.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000046_extra-01_gt08_pred07_IMG_20260706_100433.jpg,8,7,-1,1,1,0.9287163615226746,0.8551586610930306
train,47,E:\mastercode\data\test\images\train\IMG_20260706_100436.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000047_extra-01_gt05_pred04_IMG_20260706_100436.jpg,5,4,-1,1,1,0.9294626712799072,0.8656548410654068
train,48,E:\mastercode\data\test\images\train\IMG_20260706_100441.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000048_extra+00_gt01_pred01_IMG_20260706_100441.jpg,1,1,0,0,0,0.9204357862472534,0.9204357862472534
train,49,E:\mastercode\data\test\images\train\IMG_20260706_100446.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000049_extra+02_gt02_pred04_IMG_20260706_100446.jpg,2,4,2,0,2,0.927300214767456,0.647181786596775
train,50,E:\mastercode\data\test\images\train\IMG_20260706_100449.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000050_extra+00_gt07_pred07_IMG_20260706_100449.jpg,7,7,0,0,0,0.945288360118866,0.7888732637677874
train,51,E:\mastercode\data\test\images\train\IMG_20260706_100452.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000051_extra+00_gt04_pred04_IMG_20260706_100452.jpg,4,4,0,0,0,0.9359738826751709,0.8866399377584457
train,52,E:\mastercode\data\test\images\train\IMG_20260706_100454.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000052_extra-15_gt22_pred07_IMG_20260706_100454.jpg,22,7,-15,15,15,0.9195188879966736,0.5496559057916913
train,53,E:\mastercode\data\test\images\train\IMG_20260706_100456.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000053_extra+00_gt04_pred04_IMG_20260706_100456.jpg,4,4,0,0,0,0.9016885757446289,0.7808714956045151
train,54,E:\mastercode\data\test\images\train\IMG_20260706_100627.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000054_extra+00_gt14_pred14_IMG_20260706_100627.jpg,14,14,0,0,0,0.9431930184364319,0.8944821740899768
train,55,E:\mastercode\data\test\images\train\IMG_20260706_100629.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000055_extra+00_gt06_pred06_IMG_20260706_100629.jpg,6,6,0,0,0,0.9471846222877502,0.9167008697986603
train,56,E:\mastercode\data\test\images\train\IMG_20260706_100631.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000056_extra+00_gt03_pred03_IMG_20260706_100631.jpg,3,3,0,0,0,0.9507378339767456,0.9367190996805826
train,57,E:\mastercode\data\test\images\train\IMG_20260706_100633.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000057_extra-01_gt07_pred06_IMG_20260706_100633.jpg,7,6,-1,1,1,0.9474635124206543,0.9139153957366943
train,58,E:\mastercode\data\test\images\train\IMG_20260706_100636.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000058_extra+01_gt05_pred06_IMG_20260706_100636.jpg,5,6,1,0,1,0.9546113610267639,0.7653793096542358
train,59,E:\mastercode\data\test\images\train\IMG_20260706_100640.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000059_extra+00_gt03_pred03_IMG_20260706_100640.jpg,3,3,0,0,0,0.9459174871444702,0.9242638150850931
train,60,E:\mastercode\data\test\images\train\IMG_20260706_100642.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000060_extra+00_gt06_pred06_IMG_20260706_100642.jpg,6,6,0,0,0,0.9080175757408142,0.8340321580568949
train,61,E:\mastercode\data\test\images\train\IMG_20260706_100745.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000061_extra+00_gt05_pred05_IMG_20260706_100745.jpg,5,5,0,0,0,0.9491159915924072,0.8702118039131165
train,62,E:\mastercode\data\test\images\train\IMG_20260706_100747.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000062_extra+00_gt04_pred04_IMG_20260706_100747.jpg,4,4,0,0,0,0.9501531720161438,0.9385032802820206
train,63,E:\mastercode\data\test\images\train\IMG_20260706_100754.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000063_extra+00_gt02_pred02_IMG_20260706_100754.jpg,2,2,0,0,0,0.9397051930427551,0.938851535320282
train,64,E:\mastercode\data\test\images\train\IMG_20260706_100755.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000064_extra+01_gt03_pred04_IMG_20260706_100755.jpg,3,4,1,0,1,0.9399721026420593,0.6734316349029541
train,65,E:\mastercode\data\test\images\train\IMG_20260706_100801.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000065_extra+02_gt02_pred04_IMG_20260706_100801.jpg,2,4,2,0,2,0.940912127494812,0.7971606105566025
train,66,E:\mastercode\data\test\images\train\IMG_20260706_100806.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000066_extra-02_gt06_pred04_IMG_20260706_100806.jpg,6,4,-2,2,2,0.9168305397033691,0.8753374963998795
train,67,E:\mastercode\data\test\images\train\IMG_20260706_100819.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000067_extra+00_gt01_pred01_IMG_20260706_100819.jpg,1,1,0,0,0,0.9413713216781616,0.9413713216781616
train,68,E:\mastercode\data\test\images\train\IMG_20260706_100825.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000068_extra+00_gt01_pred01_IMG_20260706_100825.jpg,1,1,0,0,0,0.9297997951507568,0.9297997951507568
train,69,E:\mastercode\data\test\images\train\IMG_20260706_100839.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000069_extra+00_gt01_pred01_IMG_20260706_100839.jpg,1,1,0,0,0,0.933409571647644,0.933409571647644
train,70,E:\mastercode\data\test\images\train\IMG_20260706_100843.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000070_extra+01_gt08_pred09_IMG_20260706_100843.jpg,8,9,1,0,1,0.9358146786689758,0.656825559006797
train,71,E:\mastercode\data\test\images\train\IMG_20260706_100852.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000071_extra+00_gt02_pred02_IMG_20260706_100852.jpg,2,2,0,0,0,0.9318536520004272,0.9135685563087463
train,72,E:\mastercode\data\test\images\train\IMG_20260706_100854.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000072_extra+00_gt02_pred02_IMG_20260706_100854.jpg,2,2,0,0,0,0.9382232427597046,0.9269709885120392
train,73,E:\mastercode\data\test\images\train\IMG_20260706_100858.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000073_extra+00_gt02_pred02_IMG_20260706_100858.jpg,2,2,0,0,0,0.9228144884109497,0.849913477897644
train,74,E:\mastercode\data\test\images\train\IMG_20260706_100907.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000074_extra+00_gt02_pred02_IMG_20260706_100907.jpg,2,2,0,0,0,0.928047239780426,0.9203582108020782
train,75,E:\mastercode\data\test\images\train\IMG_20260706_100910.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000075_extra+00_gt03_pred03_IMG_20260706_100910.jpg,3,3,0,0,0,0.9394338726997375,0.9228812654813131
train,76,E:\mastercode\data\test\images\train\IMG_20260706_100912.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000076_extra+00_gt01_pred01_IMG_20260706_100912.jpg,1,1,0,0,0,0.9345561861991882,0.9345561861991882
train,77,E:\mastercode\data\test\images\train\IMG_20260706_100918.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000077_extra-03_gt04_pred01_IMG_20260706_100918.jpg,4,1,-3,3,3,0.9365159869194031,0.9365159869194031
train,78,E:\mastercode\data\test\images\train\IMG_20260706_100920.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000078_extra+00_gt01_pred01_IMG_20260706_100920.jpg,1,1,0,0,0,0.9358570575714111,0.9358570575714111
train,79,E:\mastercode\data\test\images\train\IMG_20260706_100923.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000079_extra-02_gt06_pred04_IMG_20260706_100923.jpg,6,4,-2,2,2,0.946816086769104,0.7740684822201729
train,80,E:\mastercode\data\test\images\train\IMG_20260706_100929.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000080_extra+00_gt01_pred01_IMG_20260706_100929.jpg,1,1,0,0,0,0.9470390677452087,0.9470390677452087
train,81,E:\mastercode\data\test\images\train\IMG_20260706_100932.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000081_extra+00_gt01_pred01_IMG_20260706_100932.jpg,1,1,0,0,0,0.8974368572235107,0.8974368572235107
train,82,E:\mastercode\data\test\images\train\IMG_20260706_100937.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000082_extra+00_gt01_pred01_IMG_20260706_100937.jpg,1,1,0,0,0,0.9569503664970398,0.9569503664970398
train,83,E:\mastercode\data\test\images\train\IMG_20260706_100944.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000083_extra+01_gt01_pred02_IMG_20260706_100944.jpg,1,2,1,0,1,0.9358852505683899,0.7636311948299408
train,84,E:\mastercode\data\test\images\train\IMG_20260706_100951.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000084_extra+00_gt03_pred03_IMG_20260706_100951.jpg,3,3,0,0,0,0.8912770748138428,0.8226379156112671
train,85,E:\mastercode\data\test\images\train\IMG_20260706_100958.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000085_extra+00_gt01_pred01_IMG_20260706_100958.jpg,1,1,0,0,0,0.9377942681312561,0.9377942681312561
train,86,E:\mastercode\data\test\images\train\IMG_20260706_101001.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000086_extra-01_gt07_pred06_IMG_20260706_101001.jpg,7,6,-1,1,1,0.941246509552002,0.7921347816785177
train,87,E:\mastercode\data\test\images\train\IMG_20260706_101004.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000087_extra+01_gt04_pred05_IMG_20260706_101004.jpg,4,5,1,0,1,0.9465972781181335,0.6822148144245148
train,88,E:\mastercode\data\test\images\train\IMG_20260706_101007.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000088_extra+02_gt05_pred07_IMG_20260706_101007.jpg,5,7,2,0,2,0.9384455680847168,0.7589515107018607
train,89,E:\mastercode\data\test\images\train\IMG_20260706_101012.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000089_extra-02_gt15_pred13_IMG_20260706_101012.jpg,15,13,-2,2,2,0.9260067343711853,0.7445317873587975
train,90,E:\mastercode\data\test\images\train\IMG_20260706_101018.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000090_extra+00_gt01_pred01_IMG_20260706_101018.jpg,1,1,0,0,0,0.8791744709014893,0.8791744709014893
train,91,E:\mastercode\data\test\images\train\IMG_20260706_101037.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000091_extra+00_gt03_pred03_IMG_20260706_101037.jpg,3,3,0,0,0,0.9356066584587097,0.71356929341952
train,92,E:\mastercode\data\test\images\train\IMG_20260706_101047.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000092_extra+00_gt01_pred01_IMG_20260706_101047.jpg,1,1,0,0,0,0.9388838410377502,0.9388838410377502
train,93,E:\mastercode\data\test\images\train\IMG_20260706_101051.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000093_extra-02_gt05_pred03_IMG_20260706_101051.jpg,5,3,-2,2,2,0.8827396631240845,0.6382016738255819
train,94,E:\mastercode\data\test\images\train\IMG_20260706_101059.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000094_extra+00_gt04_pred04_IMG_20260706_101059.jpg,4,4,0,0,0,0.9408917427062988,0.9145867079496384
train,95,E:\mastercode\data\test\images\train\IMG_20260706_101203.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000095_extra+01_gt03_pred04_IMG_20260706_101203.jpg,3,4,1,0,1,0.9097658395767212,0.6923711746931076
train,96,E:\mastercode\data\test\images\train\IMG_20260706_101218.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000096_extra+00_gt03_pred03_IMG_20260706_101218.jpg,3,3,0,0,0,0.9269106388092041,0.690629651149114
train,97,E:\mastercode\data\test\images\train\IMG_20260706_101220.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000097_extra+00_gt03_pred03_IMG_20260706_101220.jpg,3,3,0,0,0,0.9465191960334778,0.920258084932963
train,98,E:\mastercode\data\test\images\train\IMG_20260706_101222.jpg,E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\train\000098_extra+01_gt03_pred04_IMG_20260706_101222.jpg,3,4,1,0,1,0.9417587518692017,0.6700408682227135
